week,sku_id,demand,sales_value,avg_price,avg_discount,sku_name,category,subcategory,brand,cost_price,promo_flag,promo_discount,promo_count
2020-12-28,1053,28,292.95,10.425,10.5,Snacks_Crackers_1053,Snacks,Crackers,Premium,7.13,1.0,15.0,1.0
2020-12-28,1054,20,186.84,9.12,7.5,Snacks_Chips_1054,Snacks,Chips,BlueMart,5.65,1.0,15.0,1.0
2020-12-28,1055,26,262.92,9.887500000000001,11.25,Dairy_Butter_1055,Dairy,Butter,Local,6.17,1.0,15.0,1.0
2020-12-28,1056,26,141.08,5.465714285714286,8.571428571428571,Snacks_Nuts_1056,Snacks,Nuts,Premium,3.94,1.0,15.0,1.0
2020-12-28,1057,30,739.52,24.246666666666666,10.0,Beverages_Tea_1057,Beverages,Tea,BlueMart,16.57,1.0,15.0,1.0
2020-12-28,1058,20,840.5600000000001,41.690000000000005,7.5,Personal Care_Soap_1058,Personal Care,Soap,Budget,30.87,1.0,15.0,1.0
2020-12-28,1059,17,335.47,19.412857142857145,8.571428571428571,Electronics_Cables_1059,Electronics,Cables,International,14.79,1.0,15.0,1.0
2020-12-28,1060,11,382.0,35.93,5.0,Household_Detergent_1060,Household,Detergent,Local,22.02,1.0,15.0,1.0
2020-12-28,1061,3,137.25,45.75,15.0,Personal Care_Skincare_1061,Personal Care,Skincare,Budget,40.64,1.0,15.0,1.0
2020-12-28,1062,36,919.08,25.676,12.0,Personal Care_Deodorant_1062,Personal Care,Deodorant,Premium,17.61,1.0,15.0,1.0
2020-12-28,1063,35,504.52,14.537692307692307,10.384615384615385,Snacks_Chocolates_1063,Snacks,Chocolates,Budget,10.29,1.0,15.0,1.0
2020-12-28,1064,24,395.17,16.355,7.5,Snacks_Biscuits_1064,Snacks,Biscuits,Premium,11.23,1.0,15.0,1.0
2020-12-28,1065,15,2427.42,161.828,9.0,Electronics_Chargers_1065,Electronics,Chargers,International,113.29,1.0,15.0,1.0
2020-12-28,1066,28,1251.91,45.11125,9.375,Household_Cleaning Supplies_1066,Household,Cleaning Supplies,BlueMart,30.89,1.0,15.0,1.0
2020-12-28,1067,19,845.11,43.99,11.25,Grocery_Cereals_1067,Grocery,Cereals,Premium,32.38,1.0,15.0,1.0
2020-12-28,1068,23,1930.3899999999999,84.90428571428572,10.714285714285714,Electronics_Chargers_1068,Electronics,Chargers,International,74.43,1.0,15.0,1.0
2020-12-28,1069,13,423.28000000000003,32.56,15.0,Grocery_Spices_1069,Grocery,Spices,Premium,23.35,1.0,15.0,1.0
2020-12-28,1070,26,983.0,38.57285714285714,8.571428571428571,Grocery_Canned Goods_1070,Grocery,Canned Goods,International,26.58,1.0,15.0,1.0
2020-12-28,1071,13,68.91,5.162000000000001,6.0,Grocery_Canned Goods_1071,Grocery,Canned Goods,BlueMart,4.26,1.0,15.0,1.0
2020-12-28,1072,31,7314.58,233.7925,1.875,Electronics_Chargers_1072,Electronics,Chargers,Budget,187.67,1.0,15.0,1.0
2020-12-28,1073,33,3521.04,106.835,11.25,Electronics_Chargers_1073,Electronics,Chargers,Premium,75.03,1.0,15.0,1.0
2020-12-28,1074,18,1024.66,57.54272727272728,8.181818181818182,Personal Care_Skincare_1074,Personal Care,Skincare,Local,46.87,1.0,15.0,1.0
2020-12-28,1075,20,249.30999999999997,12.565999999999999,6.0,Snacks_Crackers_1075,Snacks,Crackers,Budget,7.55,1.0,15.0,1.0
2020-12-28,1076,16,341.92,21.3,5.0,Snacks_Chocolates_1076,Snacks,Chocolates,BlueMart,14.3,1.0,15.0,1.0
2020-12-28,1077,22,890.12,40.46,15.0,Household_Cleaning Supplies_1077,Household,Cleaning Supplies,BlueMart,33.54,1.0,15.0,1.0
2020-12-28,1078,31,4951.55,159.51,11.25,Electronics_Cables_1078,Electronics,Cables,Local,102.12,1.0,15.0,1.0
2020-12-28,1079,13,64.48,4.888,6.0,Beverages_Juices_1079,Beverages,Juices,International,2.97,1.0,15.0,1.0
2020-12-28,1080,41,802.03,19.93769230769231,10.384615384615385,Snacks_Chips_1080,Snacks,Chips,International,13.55,1.0,15.0,1.0
2020-12-28,1081,35,317.37,9.003,10.5,Snacks_Nuts_1081,Snacks,Nuts,Premium,7.31,1.0,15.0,1.0
2020-12-28,1082,21,830.66,39.97,10.5,Household_Detergent_1082,Household,Detergent,Premium,27.34,1.0,15.0,1.0
2020-12-28,1083,35,440.04,12.493333333333334,10.0,Dairy_Cheese_1083,Dairy,Cheese,Budget,9.04,1.0,15.0,1.0
2020-12-28,1084,31,1348.17,44.3,7.5,Household_Paper Products_1084,Household,Paper Products,Local,36.19,1.0,15.0,1.0
2020-12-28,1085,1,22.64,22.64,15.0,Personal Care_Skincare_1085,Personal Care,Skincare,Premium,17.31,1.0,15.0,1.0
2020-12-28,1086,28,385.52,13.76857142857143,8.571428571428571,Grocery_Rice_1086,Grocery,Rice,BlueMart,11.91,1.0,15.0,1.0
2020-12-28,1087,37,327.39,8.793333333333333,6.666666666666667,Snacks_Crackers_1087,Snacks,Crackers,International,5.28,1.0,15.0,1.0
2020-12-28,1088,38,762.87,19.71909090909091,6.818181818181818,Household_Cleaning Supplies_1088,Household,Cleaning Supplies,BlueMart,15.32,1.0,15.0,1.0
2020-12-28,1089,29,1685.0800000000002,60.016000000000005,9.0,Electronics_Mobile Accessories_1089,Electronics,Mobile Accessories,International,41.13,1.0,15.0,1.0
2020-12-28,1090,21,701.58,33.251999999999995,9.0,Dairy_Cheese_1090,Dairy,Cheese,Premium,20.51,1.0,15.0,1.0
2020-12-28,1091,22,180.49,8.178571428571429,6.428571428571429,Dairy_Butter_1091,Dairy,Butter,BlueMart,5.54,1.0,15.0,1.0
2020-12-28,1092,19,455.24,23.96,15.0,Household_Detergent_1092,Household,Detergent,Premium,17.12,1.0,15.0,1.0
2020-12-28,1093,8,60.24,7.680000000000001,3.75,Snacks_Chips_1093,Snacks,Chips,BlueMart,5.29,1.0,15.0,1.0
2020-12-28,1094,37,816.55,21.735,7.5,Grocery_Rice_1094,Grocery,Rice,Premium,16.47,1.0,15.0,1.0
2020-12-28,1095,22,428.84000000000003,19.52444444444445,6.666666666666667,Snacks_Chocolates_1095,Snacks,Chocolates,Local,16.47,1.0,15.0,1.0
2020-12-28,1096,31,3393.06,107.62666666666667,5.0,Electronics_Mobile Accessories_1096,Electronics,Mobile Accessories,International,88.73,1.0,15.0,1.0
2020-12-28,1097,14,34.980000000000004,2.35,10.0,Snacks_Crackers_1097,Snacks,Crackers,Local,1.68,1.0,15.0,1.0
2020-12-28,1098,19,1718.59,91.106,12.0,Electronics_Mobile Accessories_1098,Electronics,Mobile Accessories,Premium,76.34,1.0,15.0,1.0
2020-12-28,1099,29,1303.24,45.165,9.375,Personal Care_Toothpaste_1099,Personal Care,Toothpaste,BlueMart,28.2,1.0,15.0,1.0
2020-12-28,1100,11,192.12,17.3,5.0,Electronics_Mobile Accessories_1100,Electronics,Mobile Accessories,Budget,10.36,1.0,15.0,1.0
2020-12-28,1101,17,382.5,22.115000000000002,11.25,Snacks_Crackers_1101,Snacks,Crackers,Local,17.17,1.0,15.0,1.0
2020-12-28,1102,16,331.72,21.001666666666665,2.5,Snacks_Biscuits_1102,Snacks,Biscuits,Premium,13.18,1.0,15.0,1.0
2020-12-28,1103,12,437.64,35.510000000000005,7.5,Dairy_Milk_1103,Dairy,Milk,Premium,26.93,1.0,15.0,1.0
2020-12-28,1104,36,681.07,19.006666666666664,10.0,Grocery_Pasta_1104,Grocery,Pasta,Budget,12.22,1.0,15.0,1.0
2020-12-28,1105,52,804.16,15.6,8.4375,Beverages_Water_1105,Beverages,Water,Budget,13.0,1.0,15.0,1.0
2020-12-28,1106,24,236.92000000000002,10.072857142857142,10.714285714285714,Snacks_Chocolates_1106,Snacks,Chocolates,BlueMart,6.58,1.0,15.0,1.0
2020-12-28,1107,14,1913.1,136.65,15.0,Electronics_Mobile Accessories_1107,Electronics,Mobile Accessories,Premium,116.72,1.0,15.0,1.0
2020-12-28,1108,29,1063.58,37.1075,5.625,Dairy_Butter_1108,Dairy,Butter,Budget,27.6,1.0,15.0,1.0
2020-12-28,1109,27,895.17,32.9775,9.375,Electronics_Batteries_1109,Electronics,Batteries,Budget,26.62,1.0,15.0,1.0
2020-12-28,1110,21,347.97,16.43857142857143,10.714285714285714,Grocery_Canned Goods_1110,Grocery,Canned Goods,Budget,12.54,1.0,15.0,1.0
2020-12-28,1111,26,311.52,11.724444444444444,6.666666666666667,Snacks_Nuts_1111,Snacks,Nuts,Local,9.55,1.0,15.0,1.0
2020-12-28,1112,26,241.8,9.265714285714285,10.714285714285714,Household_Paper Products_1112,Household,Paper Products,Premium,7.32,1.0,15.0,1.0
2020-12-28,1113,37,844.77,22.533636363636365,10.909090909090908,Dairy_Cheese_1113,Dairy,Cheese,Budget,16.07,1.0,15.0,1.0
2020-12-28,1114,11,1539.46,140.99,7.5,Electronics_Batteries_1114,Electronics,Batteries,Budget,99.08,1.0,15.0,1.0
2020-12-28,1115,28,1158.6,41.27333333333334,6.666666666666667,Household_Paper Products_1115,Household,Paper Products,International,28.87,1.0,15.0,1.0
2020-12-28,1116,48,3351.28,69.33,11.25,Personal Care_Skincare_1116,Personal Care,Skincare,Premium,54.72,1.0,15.0,1.0
2020-12-28,1117,24,217.7,9.088571428571429,8.571428571428571,Snacks_Crackers_1117,Snacks,Crackers,BlueMart,6.33,1.0,15.0,1.0
2020-12-28,1118,17,363.74,21.157142857142855,10.714285714285714,Dairy_Milk_1118,Dairy,Milk,International,15.14,1.0,15.0,1.0
2020-12-28,1119,30,979.31,33.06444444444445,8.333333333333334,Grocery_Pasta_1119,Grocery,Pasta,Local,20.19,1.0,15.0,1.0
2020-12-28,1120,13,561.9,42.955,7.5,Grocery_Cereals_1120,Grocery,Cereals,Premium,26.25,1.0,15.0,1.0
2020-12-28,1121,12,339.53999999999996,28.295,11.25,Grocery_Rice_1121,Grocery,Rice,Budget,25.39,1.0,15.0,1.0
2020-12-28,1122,14,399.74,28.756,9.0,Dairy_Yogurt_1122,Dairy,Yogurt,Local,21.58,1.0,15.0,1.0
2020-12-28,1123,11,108.02000000000001,9.82,0.0,Beverages_Water_1123,Beverages,Water,International,7.15,1.0,15.0,1.0
2020-12-28,1124,16,360.22,21.849999999999998,7.5,Dairy_Cheese_1124,Dairy,Cheese,Premium,13.62,1.0,15.0,1.0
2020-12-28,1125,8,195.51,24.27,10.0,Personal Care_Toothpaste_1125,Personal Care,Toothpaste,Premium,16.65,1.0,15.0,1.0
2020-12-28,1126,39,936.68,23.594545454545457,8.181818181818182,Beverages_Soft Drinks_1126,Beverages,Soft Drinks,Budget,14.71,1.0,15.0,1.0
2020-12-28,1127,40,765.1800000000001,19.03909090909091,6.818181818181818,Grocery_Rice_1127,Grocery,Rice,Premium,13.66,1.0,15.0,1.0
2020-12-28,1128,30,725.5799999999999,24.186,9.0,Grocery_Spices_1128,Grocery,Spices,Local,18.5,1.0,15.0,1.0
2020-12-28,1129,27,3759.8,139.73714285714286,8.571428571428571,Electronics_Chargers_1129,Electronics,Chargers,Premium,105.63,1.0,15.0,1.0
2020-12-28,1130,31,492.3,15.71,6.818181818181818,Snacks_Nuts_1130,Snacks,Nuts,Premium,11.68,1.0,15.0,1.0
2020-12-28,1131,12,264.03999999999996,22.296666666666667,5.0,Snacks_Crackers_1131,Snacks,Crackers,Premium,12.95,1.0,15.0,1.0
2020-12-28,1132,38,1206.8,32.17,7.5,Dairy_Butter_1132,Dairy,Butter,Local,19.89,1.0,15.0,1.0
2020-12-28,1133,16,485.71999999999997,30.04,11.25,Electronics_Mobile Accessories_1133,Electronics,Mobile Accessories,Premium,23.06,1.0,15.0,1.0
2020-12-28,1134,19,225.51,12.055714285714286,12.857142857142858,Household_Paper Products_1134,Household,Paper Products,International,8.98,1.0,15.0,1.0
2020-12-28,1135,16,732.14,46.705000000000005,7.5,Household_Trash Bags_1135,Household,Trash Bags,BlueMart,31.02,1.0,15.0,1.0
2020-12-28,1136,52,2854.84,54.72692307692308,9.23076923076923,Personal Care_Shampoo_1136,Personal Care,Shampoo,Premium,41.22,1.0,15.0,1.0
2020-12-28,1137,21,126.98,6.046666666666667,10.0,Snacks_Nuts_1137,Snacks,Nuts,Local,5.32,1.0,15.0,1.0
2020-12-28,1138,22,893.24,40.882222222222225,11.666666666666666,Household_Cleaning Supplies_1138,Household,Cleaning Supplies,Local,31.58,1.0,15.0,1.0
2020-12-28,1139,19,383.75,19.868333333333336,12.5,Dairy_Cream_1139,Dairy,Cream,Premium,17.78,1.0,15.0,1.0
2020-12-28,1140,33,1064.69,32.861111111111114,8.333333333333334,Personal Care_Shampoo_1140,Personal Care,Shampoo,Budget,23.79,1.0,15.0,1.0
2020-12-28,1141,43,343.03,7.815,7.5,Beverages_Coffee_1141,Beverages,Coffee,BlueMart,6.09,1.0,15.0,1.0
2020-12-28,1142,15,201.7,13.76,12.0,Electronics_Mobile Accessories_1142,Electronics,Mobile Accessories,Premium,9.06,1.0,15.0,1.0
2020-12-28,1143,4,58.52,14.63,15.0,Dairy_Cheese_1143,Dairy,Cheese,Local,13.46,1.0,15.0,1.0
2020-12-28,1144,11,152.55,13.592000000000002,6.0,Household_Detergent_1144,Household,Detergent,International,10.6,1.0,15.0,1.0
2020-12-28,1145,26,268.72,10.477142857142857,8.571428571428571,Household_Trash Bags_1145,Household,Trash Bags,Budget,8.43,1.0,15.0,1.0
2020-12-28,1146,29,524.57,18.11857142857143,10.714285714285714,Snacks_Chocolates_1146,Snacks,Chocolates,BlueMart,12.18,1.0,15.0,1.0
2020-12-28,1147,37,686.52,18.925833333333333,8.75,Snacks_Crackers_1147,Snacks,Crackers,Budget,14.86,1.0,15.0,1.0
2020-12-28,1148,19,922.11,50.16428571428571,6.428571428571429,Household_Cleaning Supplies_1148,Household,Cleaning Supplies,Local,34.75,1.0,15.0,1.0
2020-12-28,1149,29,2848.42,97.364,6.0,Electronics_Chargers_1149,Electronics,Chargers,Premium,68.95,1.0,15.0,1.0
2020-12-28,1150,19,2250.08,119.82666666666667,10.0,Electronics_Batteries_1150,Electronics,Batteries,International,80.96,1.0,15.0,1.0
2020-12-28,1151,41,5423.73,133.80916666666664,6.25,Electronics_Cables_1151,Electronics,Cables,Budget,110.85,1.0,15.0,1.0
2020-12-28,1152,35,1701.83,48.277,10.5,Personal Care_Toothpaste_1152,Personal Care,Toothpaste,BlueMart,34.18,1.0,15.0,1.0
2020-12-28,1153,18,2820.63,155.898,3.0,Electronics_Batteries_1153,Electronics,Batteries,International,109.83,1.0,15.0,1.0
2020-12-28,1154,23,320.25,14.038888888888888,11.666666666666666,Household_Cleaning Supplies_1154,Household,Cleaning Supplies,Premium,9.98,1.0,15.0,1.0
2020-12-28,1155,29,591.49,20.136,12.0,Electronics_Mobile Accessories_1155,Electronics,Mobile Accessories,Local,15.84,1.0,15.0,1.0
2020-12-28,1156,5,154.48000000000002,32.25333333333334,5.0,Personal Care_Soap_1156,Personal Care,Soap,BlueMart,25.64,1.0,15.0,1.0
2020-12-28,1157,24,311.7,12.9875,11.25,Household_Cleaning Supplies_1157,Household,Cleaning Supplies,Local,9.5,1.0,15.0,1.0
2020-12-28,1158,25,169.76,6.958571428571427,4.285714285714286,Snacks_Crackers_1158,Snacks,Crackers,Local,5.31,1.0,15.0,1.0
2020-12-28,1159,20,3214.37,162.81714285714287,8.571428571428571,Electronics_Batteries_1159,Electronics,Batteries,Premium,122.11,1.0,15.0,1.0
2020-12-28,1160,18,102.87,5.56,10.0,Snacks_Nuts_1160,Snacks,Nuts,Budget,4.8,1.0,15.0,1.0
2020-12-28,1161,18,1301.88,72.32666666666667,12.5,Electronics_Batteries_1161,Electronics,Batteries,International,58.17,1.0,15.0,1.0
2020-12-28,1162,45,1092.96,24.09,8.75,Dairy_Yogurt_1162,Dairy,Yogurt,International,14.64,1.0,15.0,1.0
2020-12-28,1163,18,661.8,35.787142857142854,4.285714285714286,Household_Paper Products_1163,Household,Paper Products,International,27.08,1.0,15.0,1.0
2020-12-28,1164,35,6279.6,177.84,9.375,Electronics_Cables_1164,Electronics,Cables,BlueMart,126.3,1.0,15.0,1.0
2020-12-28,1165,31,502.5,16.0,7.5,Personal Care_Skincare_1165,Personal Care,Skincare,International,13.15,1.0,15.0,1.0
2020-12-28,1166,21,976.52,46.85333333333333,5.0,Grocery_Spices_1166,Grocery,Spices,BlueMart,37.47,1.0,15.0,1.0
2020-12-28,1167,21,860.95,41.31285714285714,6.428571428571429,Grocery_Rice_1167,Grocery,Rice,Budget,30.01,1.0,15.0,1.0
2020-12-28,1168,20,356.57,17.685,7.5,Snacks_Chips_1168,Snacks,Chips,Local,11.5,1.0,15.0,1.0
2020-12-28,1169,16,86.52,5.4075,11.25,Beverages_Soft Drinks_1169,Beverages,Soft Drinks,International,3.98,1.0,15.0,1.0
2020-12-28,1170,37,714.5,19.433333333333334,8.75,Dairy_Yogurt_1170,Dairy,Yogurt,International,14.28,1.0,15.0,1.0
2020-12-28,1171,26,1002.1700000000001,38.545,7.5,Personal Care_Toothpaste_1171,Personal Care,Toothpaste,BlueMart,24.39,1.0,15.0,1.0
2020-12-28,1172,26,2626.32,101.29285714285716,10.714285714285714,Electronics_Chargers_1172,Electronics,Chargers,Premium,88.34,1.0,15.0,1.0
2020-12-28,1173,19,2887.16,147.22,10.0,Electronics_Batteries_1173,Electronics,Batteries,Budget,90.5,1.0,15.0,1.0
2020-12-28,1174,40,8766.88,215.83692307692309,10.384615384615385,Electronics_Mobile Accessories_1174,Electronics,Mobile Accessories,Premium,141.42,1.0,15.0,1.0
2020-12-28,1175,26,1403.18,53.425714285714285,10.714285714285714,Household_Trash Bags_1175,Household,Trash Bags,Budget,40.42,1.0,15.0,1.0
2020-12-28,1176,27,176.25,6.489999999999999,5.0,Snacks_Chocolates_1176,Snacks,Chocolates,Premium,5.29,1.0,15.0,1.0
2020-12-28,1177,30,79.61,2.6966666666666668,5.0,Snacks_Chips_1177,Snacks,Chips,Budget,1.9,1.0,15.0,1.0
2020-12-28,1178,17,345.95000000000005,20.35,15.0,Beverages_Soft Drinks_1178,Beverages,Soft Drinks,Budget,15.88,1.0,15.0,1.0
2020-12-28,1179,12,315.77,25.376,12.0,Household_Cleaning Supplies_1179,Household,Cleaning Supplies,BlueMart,19.9,1.0,15.0,1.0
2020-12-28,1180,12,86.94,7.455,11.25,Grocery_Spices_1180,Grocery,Spices,Premium,6.2,1.0,15.0,1.0
2020-12-28,1181,9,347.49,38.61,0.0,Personal Care_Soap_1181,Personal Care,Soap,BlueMart,21.48,1.0,15.0,1.0
2020-12-28,1182,21,262.92,12.819999999999999,8.571428571428571,Beverages_Tea_1182,Beverages,Tea,Premium,9.64,1.0,15.0,1.0
2020-12-28,1183,31,3806.3,124.86999999999999,6.666666666666667,Electronics_Batteries_1183,Electronics,Batteries,Premium,93.49,1.0,15.0,1.0
2020-12-28,1184,24,490.8,20.17,10.0,Snacks_Chocolates_1184,Snacks,Chocolates,Local,15.44,1.0,15.0,1.0
2020-12-28,1185,29,2000.5,69.65,10.0,Personal Care_Toothpaste_1185,Personal Care,Toothpaste,BlueMart,60.84,1.0,15.0,1.0
2020-12-28,1186,18,89.25999999999999,4.968,9.0,Dairy_Yogurt_1186,Dairy,Yogurt,Premium,3.12,1.0,15.0,1.0
2020-12-28,1187,31,1922.95,61.9875,13.125,Personal Care_Skincare_1187,Personal Care,Skincare,Local,50.71,1.0,15.0,1.0
2020-12-28,1188,27,476.82,17.757142857142856,12.857142857142858,Grocery_Spices_1188,Grocery,Spices,Premium,12.53,1.0,15.0,1.0
2020-12-28,1189,13,873.47,69.215,11.25,Electronics_Batteries_1189,Electronics,Batteries,Premium,55.06,1.0,15.0,1.0
2020-12-28,1190,33,598.66,18.131999999999998,10.5,Dairy_Milk_1190,Dairy,Milk,International,12.63,1.0,15.0,1.0
2020-12-28,1191,15,141.1,9.604000000000001,3.0,Dairy_Butter_1191,Dairy,Butter,Premium,7.59,1.0,15.0,1.0
2020-12-28,1192,26,492.02,19.082500000000003,13.125,Dairy_Milk_1192,Dairy,Milk,Local,14.9,1.0,15.0,1.0
